Product Description,HS Code
"portable metal smart baby monitor, red, rechargeable",5046.22
"large steel water purifier, silver, voice-controlled",9228.81
"compact steel smart led strip, green, voice-controlled",1097.17
"compact carbon fiber portable solar charger, yellow, rechargeable",8912.45
"large metal microwave oven, red, touchscreen",4875.22
"small steel vr headset, red, water-resistant",5111.89
"large carbon fiber vr headset, white, Bluetooth-enabled",2072.37
"extra-large plastic smart air purifier, white, energy-efficient",3337.54
"extra-large glass wi-fi router, silver, smart",3864.54
"small plastic noise-cancelling headphones, black, touchscreen",2567.10
"small aluminum smart led strip, purple, app-connected",8538.95
"medium aluminum electric kettle, silver, app-connected",4715.32
"small plastic gaming console, red, rechargeable",8079.84
"small plastic vr headset, gold, energy-efficient",8291.98
"portable metal portable blender, pink, smart",7286.63
"medium aluminum fitness tracker, green, rechargeable",6247.75
"large carbon fiber portable projector, blue, rechargeable",3266.62
"medium steel smartwatch, red, wireless",6237.28
"compact steel gaming keyboard, green, portable",9705.69
"extra-large glass microwave oven, black, voice-controlled",6856.37
"portable steel office chair, silver, Bluetooth-enabled",9545.51
"extra-large plastic microwave oven, pink, portable",4177.45
"medium ceramic smart mirror, pink, touchscreen",3144.57
"compact metal wireless presentation remote, red, Bluetooth-enabled",3670.76
"portable steel portable solar charger, pink, voice-controlled",3950.72
"small aluminum digital camera, purple, energy-efficient",4814.23
"medium glass digital picture frame, gold, energy-efficient",1997.80
"compact carbon fiber smart mirror, gold, smart",4246.25
"small aluminum smart water bottle, yellow, app-connected",4292.79
"portable plastic gaming console, yellow, wireless",6010.26
"compact glass smart refrigerator, gold, wireless",6768.91
"portable aluminum wireless mouse, green, wireless",3919.83
"large plastic wireless charging pad, gold, smart",9429.65
"compact carbon fiber electric heater, gold, voice-controlled",3273.82
"extra-large plastic smart mirror, white, energy-efficient",8823.14
"portable ceramic smart thermostat, yellow, wireless",1479.31
"compact steel office chair, green, rechargeable",8822.19
"large steel wireless presentation remote, green, Bluetooth-enabled",5788.10
"extra-large carbon fiber wi-fi router, yellow, portable",4305.86
"extra-large plastic gaming keyboard, blue, water-resistant",7588.12
"extra-large steel smart refrigerator, gold, smart",9895.19
"portable steel gaming console, red, smart",5722.80
"medium metal air fryer, white, rechargeable",2353.83
"portable glass smartphone holder, yellow, wireless",4200.12
"extra-large metal bluetooth speaker, blue, app-connected",7554.92
"medium metal wi-fi router, pink, rechargeable",7342.82
"medium metal portable solar charger, purple, voice-controlled",4164.68
"medium glass smart light switch, black, wireless",7412.57
"small aluminum bluetooth car kit, green, touchscreen",5452.76
"compact plastic bluetooth tracker, silver, energy-efficient",1557.52
"extra-large plastic smartphone holder, black, portable",4244.63
"extra-large carbon fiber smart washing machine, pink, smart",5364.51
"small steel electric kettle, gold, water-resistant",6101.46
"large glass smartwatch, black, app-connected",1051.49
"medium metal digital picture frame, gold, rechargeable",6495.89
"medium steel water purifier, white, energy-efficient",4125.56
"medium carbon fiber digital picture frame, yellow, touchscreen",5289.70
"medium aluminum portable tire inflator, pink, voice-controlled",3414.10
"large metal smart mirror, blue, wireless",1753.81
"compact ceramic electric heater, silver, water-resistant",1835.26
"compact aluminum water purifier, pink, smart",3982.43
"extra-large glass portable blender, white, portable",8969.21
"large aluminum dash camera, purple, energy-efficient",2409.50
"extra-large carbon fiber smartwatch, pink, smart",8664.11
"medium carbon fiber smart light switch, yellow, voice-controlled",8914.71
"large carbon fiber 3d printer, green, rechargeable",1273.25
"large steel wi-fi router, black, smart",2817.53
"small steel wireless mouse, purple, wireless",4996.19
"extra-large plastic gaming console, yellow, energy-efficient",6661.86
"large glass bluetooth car kit, blue, energy-efficient",5711.78
"compact steel wireless presentation remote, blue, energy-efficient",3022.98
"small metal electric standing desk, gold, rechargeable",8226.56
"small aluminum smart air purifier, pink, smart",9535.55
"large glass wireless charging pad, green, app-connected",8266.39
"large steel noise-cancelling headphones, white, app-connected",1856.89
"portable metal bluetooth car kit, black, smart",6885.30
"extra-large glass smart washing machine, purple, smart",8322.23
"portable plastic bluetooth speaker, silver, energy-efficient",8850.92
"large metal bluetooth tracker, white, touchscreen",4103.88
"medium aluminum smart led strip, red, Bluetooth-enabled",8506.71
"medium metal portable solar charger, red, water-resistant",9428.98
"portable metal smart water bottle, red, touchscreen",4770.15
"medium plastic electric standing desk, red, touchscreen",1968.49
"small steel wireless presentation remote, silver, wireless",5156.30
"extra-large carbon fiber noise-cancelling earbuds, red, voice-controlled",7115.70
"medium carbon fiber smart door lock, green, wireless",2665.56
"small steel portable solar charger, silver, portable",5707.61
"small steel portable tire inflator, red, energy-efficient",2100.79
"large aluminum wireless charging pad, silver, voice-controlled",5506.23
"extra-large glass smart light switch, black, energy-efficient",7054.31
"portable glass portable air conditioner, silver, voice-controlled",2741.76
"compact metal 3d printer, black, touchscreen",5607.26
"medium glass dash camera, purple, touchscreen",9904.95
"medium ceramic gaming keyboard, gold, rechargeable",9351.13
"portable metal vr headset, silver, touchscreen",2433.38
"compact steel home theater system, blue, rechargeable",3201.15
"portable carbon fiber smartwatch, green, rechargeable",6462.20
"small steel air fryer, black, app-connected",4378.96
"compact ceramic fitness tracker, gold, Bluetooth-enabled",9956.58
"medium aluminum 3d printer, purple, water-resistant",7916.56
"small ceramic smart tv, white, energy-efficient",2483.11
"medium steel digital picture frame, blue, smart",7235.94
"portable carbon fiber smart thermostat, silver, energy-efficient",9397.86
"compact ceramic wireless mouse, silver, water-resistant",1261.53
"medium steel portable air conditioner, yellow, touchscreen",1024.89
"extra-large ceramic microwave oven, black, portable",4673.66
"portable aluminum vr headset, pink, rechargeable",6954.57
"small carbon fiber smart baby monitor, pink, voice-controlled",3044.88
"extra-large carbon fiber noise-cancelling headphones, gold, water-resistant",3333.77
"large ceramic office chair, silver, rechargeable",9120.15
"small metal smart mirror, gold, portable",7714.55
"portable ceramic gaming console, silver, wireless",1185.67
"medium ceramic air fryer, silver, rechargeable",7701.38
"extra-large metal digital camera, pink, voice-controlled",8809.48
"medium metal smart washing machine, white, smart",9628.20
"extra-large ceramic smart door lock, yellow, portable",6797.39
"compact metal portable blender, silver, app-connected",9480.59
"medium metal smart door lock, black, app-connected",3073.78
"portable steel smart door lock, red, portable",5453.25
"extra-large metal smart scale, yellow, portable",9052.64
"small plastic smartphone holder, green, water-resistant",7990.14
"compact metal smartphone holder, pink, app-connected",6784.45
"extra-large plastic wireless mouse, yellow, wireless",2245.56
"portable glass gaming console, yellow, energy-efficient",1355.46
"extra-large aluminum office chair, green, app-connected",3686.11
"portable metal smart light switch, blue, app-connected",8906.42
"portable metal smart baby monitor, black, energy-efficient",3189.56
"large carbon fiber smart washing machine, green, water-resistant",6311.85
"extra-large ceramic microwave oven, purple, portable",1770.51
"portable ceramic smart door lock, blue, smart",7924.21
"compact glass digital camera, purple, smart",6602.71
"small metal office chair, purple, rechargeable",9260.87
"medium steel smart scale, silver, water-resistant",2929.28
"extra-large carbon fiber smart led strip, white, voice-controlled",6386.62
"extra-large carbon fiber microwave oven, gold, wireless",2557.89
"small ceramic smart mirror, blue, water-resistant",8095.95
"portable ceramic wireless presentation remote, yellow, portable",1866.28
"extra-large steel microwave oven, yellow, energy-efficient",4783.84
"large plastic gaming console, yellow, wireless",5700.44
"portable plastic digital picture frame, white, voice-controlled",3813.44
"small plastic noise-cancelling headphones, red, portable",2391.40
"small glass bluetooth tracker, pink, app-connected",6787.83
"extra-large metal 3d printer, purple, Bluetooth-enabled",4120.50
"medium ceramic portable projector, white, voice-controlled",4319.30
"extra-large aluminum noise-cancelling headphones, green, portable",8741.29
"portable plastic smart scale, gold, rechargeable",5933.51
"small aluminum bluetooth car kit, silver, Bluetooth-enabled",5328.97
"compact plastic smart air purifier, blue, Bluetooth-enabled",5472.67
"compact metal gaming keyboard, black, app-connected",8511.80
"small ceramic smart washing machine, purple, energy-efficient",7113.69
"large ceramic smart washing machine, silver, voice-controlled",4336.69
"medium metal bluetooth tracker, green, wireless",7418.24
"medium steel fitness tracker, pink, rechargeable",1604.68
"compact metal bluetooth car kit, gold, app-connected",6940.75
"large metal bluetooth speaker, green, wireless",1588.88
"portable metal 3d printer, green, Bluetooth-enabled",9106.74
"small glass smart air purifier, white, smart",8331.87
"large carbon fiber home security camera, black, water-resistant",4222.73
"extra-large metal electric heater, red, water-resistant",7944.36
"extra-large metal home security camera, purple, smart",9087.93
"small ceramic smart light switch, purple, touchscreen",9355.92
"portable plastic portable solar charger, blue, touchscreen",9613.90
"compact steel smart water bottle, green, Bluetooth-enabled",2392.91
"extra-large ceramic electric toothbrush, blue, wireless",8633.56
"compact aluminum robot vacuum cleaner, white, Bluetooth-enabled",1572.90
"medium ceramic smart mirror, green, rechargeable",3780.59
"large ceramic wireless presentation remote, yellow, energy-efficient",4993.95
"small metal home theater system, purple, wireless",9553.50
"compact ceramic gaming console, silver, rechargeable",8953.34
"compact metal home theater system, pink, touchscreen",8431.59
"medium carbon fiber smart scale, blue, portable",8975.65
"portable carbon fiber electric heater, yellow, rechargeable",2390.11
